Date,Type,Category,Amount,Account,Month
2024-10-25,Expense,Dining,13156,Bank,Oct-2024
2024-11-18,Expense,Groceries,3293,Wallet,Nov-2024
2024-06-17,Expense,Entertainment,18633,Credit Card,Jun-2024
2024-12-14,Investment,Gold,11617,Bank,Dec-2024
2024-05-30,Investment,Mutual Funds,29477,Credit Card,May-2024
2024-02-16,Expense,Utilities,365,Credit Card,Feb-2024
2024-11-24,Expense,Groceries,6817,Bank,Nov-2024
2024-10-04,Expense,Entertainment,19271,Wallet,Oct-2024
2024-10-14,Expense,Shopping,2896,Wallet,Oct-2024
2024-12-03,Income,Bonus,40678,Wallet,Dec-2024
2024-05-06,Expense,Transport,5839,Bank,May-2024
2024-02-07,Expense,Groceries,9303,UPI,Feb-2024
2024-08-24,Income,Freelance,57253,Wallet,Aug-2024
2024-04-25,Investment,Mutual Funds,27290,Bank,Apr-2024
2024-02-13,Income,Freelance,69240,Credit Card,Feb-2024
2024-08-20,Income,Interest,24872,Credit Card,Aug-2024
2024-09-02,Income,Freelance,64478,Bank,Sep-2024
2024-11-15,Income,Freelance,22444,Wallet,Nov-2024
2024-10-09,Expense,Shopping,14961,Credit Card,Oct-2024
2024-05-28,Expense,Shopping,15419,Bank,May-2024
2024-01-25,Expense,Shopping,19590,Credit Card,Jan-2024
2024-05-20,Income,Bonus,44686,Bank,May-2024
2024-06-22,Expense,Utilities,13692,Credit Card,Jun-2024
2024-12-31,Income,Interest,19147,Bank,Dec-2024
2024-12-21,Expense,Groceries,16034,UPI,Dec-2024
2024-10-14,Expense,Transport,1887,Wallet,Oct-2024
2024-12-25,Expense,Rent,2910,Credit Card,Dec-2024
2024-10-04,Income,Interest,70236,Credit Card,Oct-2024
2024-12-15,Expense,Shopping,13186,Bank,Dec-2024
2024-01-31,Expense,Shopping,6361,UPI,Jan-2024
2024-02-20,Expense,Rent,3407,UPI,Feb-2024
2024-05-24,Expense,Groceries,3677,UPI,May-2024
2024-09-10,Investment,Mutual Funds,49610,UPI,Sep-2024
2024-09-20,Expense,Dining,1379,UPI,Sep-2024
2024-01-11,Income,Interest,72010,Wallet,Jan-2024
2024-11-21,Expense,Entertainment,3371,Wallet,Nov-2024
2024-12-19,Expense,Transport,14813,Wallet,Dec-2024
2024-01-15,Expense,Groceries,6019,Wallet,Jan-2024
2024-08-17,Income,Salary,43412,Bank,Aug-2024
2024-04-09,Expense,Transport,3407,Wallet,Apr-2024
2024-04-16,Expense,Rent,14965,Bank,Apr-2024
2024-07-16,Investment,Mutual Funds,43124,Wallet,Jul-2024
2024-08-23,Income,Salary,44125,Bank,Aug-2024
2024-10-04,Investment,Stocks,3548,Credit Card,Oct-2024
2024-03-01,Income,Freelance,25972,Credit Card,Mar-2024
2024-01-29,Expense,Rent,16061,Wallet,Jan-2024
2024-07-22,Expense,Utilities,3928,Bank,Jul-2024
2024-10-29,Expense,Shopping,6206,Wallet,Oct-2024
2024-04-23,Investment,Mutual Funds,5695,Credit Card,Apr-2024
2024-06-24,Expense,Utilities,3193,Bank,Jun-2024
2024-02-01,Income,Salary,49207,Credit Card,Feb-2024
2024-09-08,Expense,Shopping,8540,Wallet,Sep-2024
2024-04-23,Expense,Utilities,15908,Credit Card,Apr-2024
2024-08-14,Investment,Stocks,13613,UPI,Aug-2024
2024-09-22,Expense,Utilities,6860,Bank,Sep-2024
2024-01-22,Expense,Utilities,10493,Credit Card,Jan-2024
2024-01-26,Expense,Dining,8074,Wallet,Jan-2024
2024-02-19,Investment,Mutual Funds,34545,Wallet,Feb-2024
2024-09-10,Investment,Stocks,37730,Credit Card,Sep-2024
2024-12-13,Expense,Groceries,13671,Wallet,Dec-2024
2024-11-08,Expense,Utilities,10713,UPI,Nov-2024
2024-10-12,Income,Interest,77016,Credit Card,Oct-2024
2024-04-27,Investment,Mutual Funds,42609,UPI,Apr-2024
2024-08-03,Expense,Transport,892,Wallet,Aug-2024
2024-03-24,Expense,Dining,6050,Bank,Mar-2024
2024-11-24,Investment,Gold,26857,Wallet,Nov-2024
2024-02-27,Expense,Utilities,4669,Bank,Feb-2024
2024-10-02,Expense,Rent,5186,Bank,Oct-2024
2024-11-08,Investment,Mutual Funds,19168,Bank,Nov-2024
2024-07-30,Expense,Groceries,10485,UPI,Jul-2024
2024-12-18,Expense,Dining,889,Credit Card,Dec-2024
2024-03-16,Expense,Transport,1487,Credit Card,Mar-2024
2024-07-06,Expense,Shopping,12362,Credit Card,Jul-2024
2024-03-21,Investment,Gold,4066,Bank,Mar-2024
2024-06-14,Income,Bonus,70494,UPI,Jun-2024
2024-10-12,Income,Bonus,73769,Wallet,Oct-2024
2024-09-17,Expense,Dining,13234,UPI,Sep-2024
2024-02-23,Expense,Rent,8004,Bank,Feb-2024
2024-06-24,Expense,Shopping,3860,Bank,Jun-2024
2024-07-29,Expense,Utilities,393,UPI,Jul-2024
2024-03-10,Expense,Dining,1533,Credit Card,Mar-2024
2024-08-28,Investment,Gold,4614,Wallet,Aug-2024
2024-08-28,Expense,Groceries,4749,Bank,Aug-2024
2024-09-14,Income,Freelance,18371,Wallet,Sep-2024
2024-07-03,Expense,Transport,4068,UPI,Jul-2024
2024-06-10,Expense,Groceries,1622,Wallet,Jun-2024
2024-05-30,Income,Freelance,31329,UPI,May-2024
2024-02-06,Expense,Shopping,2779,UPI,Feb-2024
2024-01-24,Expense,Rent,636,Wallet,Jan-2024
2024-04-04,Investment,FD,29366,Wallet,Apr-2024
2024-02-05,Expense,Groceries,3243,Bank,Feb-2024
2024-10-21,Income,Salary,20800,UPI,Oct-2024
2024-01-01,Income,Freelance,16038,Bank,Jan-2024
2024-04-19,Expense,Groceries,3072,UPI,Apr-2024
2024-10-25,Expense,Transport,13519,UPI,Oct-2024
2024-01-20,Income,Bonus,27289,Credit Card,Jan-2024
2024-03-09,Income,Freelance,58954,Wallet,Mar-2024
2024-12-05,Expense,Utilities,1079,Wallet,Dec-2024
2024-05-26,Expense,Dining,4719,UPI,May-2024
2024-05-03,Expense,Shopping,4531,Wallet,May-2024
2024-07-24,Expense,Groceries,3223,UPI,Jul-2024
2024-02-09,Investment,Gold,39431,Bank,Feb-2024
2024-09-05,Expense,Groceries,17288,Bank,Sep-2024
2024-10-07,Investment,Mutual Funds,1214,Bank,Oct-2024
2024-04-07,Income,Freelance,37016,UPI,Apr-2024
2024-07-09,Expense,Rent,2333,UPI,Jul-2024
2024-02-01,Investment,Mutual Funds,45673,Bank,Feb-2024
2024-09-22,Expense,Rent,12882,UPI,Sep-2024
2024-01-27,Income,Freelance,22171,Credit Card,Jan-2024
2024-10-06,Expense,Entertainment,17619,Credit Card,Oct-2024
2024-04-08,Expense,Shopping,5335,Wallet,Apr-2024
2024-11-02,Investment,Gold,17310,Credit Card,Nov-2024
2024-06-03,Income,Interest,18985,Bank,Jun-2024
2024-09-06,Expense,Dining,10106,UPI,Sep-2024
2024-06-01,Investment,Stocks,1547,Wallet,Jun-2024
2024-02-21,Expense,Groceries,17315,Wallet,Feb-2024
2024-12-02,Expense,Utilities,16000,Bank,Dec-2024
2024-06-15,Investment,FD,38581,Wallet,Jun-2024
2024-06-18,Income,Salary,78464,Wallet,Jun-2024
2024-01-05,Expense,Groceries,1630,Wallet,Jan-2024
2024-12-30,Investment,Stocks,18411,Credit Card,Dec-2024
2024-08-16,Expense,Shopping,326,Credit Card,Aug-2024
2024-01-23,Expense,Dining,2053,Bank,Jan-2024
2024-06-19,Expense,Utilities,15578,Wallet,Jun-2024
2024-01-28,Expense,Dining,19847,Credit Card,Jan-2024
2024-11-20,Expense,Groceries,2700,Credit Card,Nov-2024
2024-02-08,Income,Freelance,20528,Bank,Feb-2024
2024-05-29,Expense,Groceries,3812,Wallet,May-2024
2024-11-27,Investment,Stocks,4653,Bank,Nov-2024
2024-01-26,Expense,Groceries,712,Wallet,Jan-2024
2024-08-03,Expense,Utilities,3958,Wallet,Aug-2024
2024-11-14,Expense,Groceries,1155,Wallet,Nov-2024
2024-01-21,Income,Bonus,73045,Bank,Jan-2024
2024-12-14,Expense,Rent,5080,Bank,Dec-2024
2024-11-24,Investment,Stocks,7531,Credit Card,Nov-2024
2024-06-19,Investment,Mutual Funds,24881,Bank,Jun-2024
2024-06-01,Expense,Utilities,4901,Bank,Jun-2024
2024-10-29,Expense,Rent,15330,UPI,Oct-2024
2024-09-29,Expense,Transport,11766,UPI,Sep-2024
2024-06-24,Income,Salary,35503,Wallet,Jun-2024
2024-10-23,Income,Bonus,34591,Wallet,Oct-2024
2024-10-31,Income,Salary,62905,UPI,Oct-2024
2024-11-21,Expense,Dining,14300,UPI,Nov-2024
2024-02-29,Investment,FD,32001,UPI,Feb-2024
2024-07-28,Investment,Gold,3484,Bank,Jul-2024
2024-07-24,Expense,Entertainment,16787,Credit Card,Jul-2024
2024-04-01,Expense,Shopping,19555,Wallet,Apr-2024
2024-02-04,Income,Salary,93487,Bank,Feb-2024
2024-11-14,Expense,Transport,13156,UPI,Nov-2024
2024-11-17,Income,Freelance,69858,Wallet,Nov-2024
2024-01-26,Expense,Utilities,9366,Bank,Jan-2024
2024-10-03,Income,Interest,14093,Wallet,Oct-2024
2024-01-10,Expense,Rent,2000,Credit Card,Jan-2024
2024-03-19,Income,Bonus,58993,UPI,Mar-2024
2024-02-29,Income,Interest,77343,Credit Card,Feb-2024
2024-11-02,Expense,Utilities,2219,Bank,Nov-2024
2024-09-06,Expense,Groceries,10327,Bank,Sep-2024
2024-03-14,Income,Freelance,60911,Credit Card,Mar-2024
2024-04-15,Expense,Entertainment,7097,Bank,Apr-2024
2024-12-19,Expense,Transport,8246,UPI,Dec-2024
2024-06-20,Investment,FD,16018,Wallet,Jun-2024
2024-07-25,Expense,Groceries,13532,Bank,Jul-2024
2024-04-27,Expense,Groceries,6791,Credit Card,Apr-2024
2024-07-11,Expense,Utilities,4934,Credit Card,Jul-2024
2024-03-25,Expense,Rent,10507,Bank,Mar-2024
2024-03-28,Expense,Utilities,12731,Bank,Mar-2024
2024-05-07,Expense,Groceries,15449,Wallet,May-2024
2024-08-31,Expense,Rent,15825,Wallet,Aug-2024
2024-07-05,Investment,Mutual Funds,34660,Credit Card,Jul-2024
2024-11-22,Income,Interest,84543,Bank,Nov-2024
2024-09-15,Expense,Rent,3771,UPI,Sep-2024
2024-01-06,Expense,Rent,14054,Wallet,Jan-2024
2024-03-11,Investment,Gold,35084,Credit Card,Mar-2024
2024-11-01,Expense,Rent,13786,Bank,Nov-2024
2024-01-01,Income,Bonus,53943,Credit Card,Jan-2024
2024-11-17,Investment,FD,40173,UPI,Nov-2024
2024-04-19,Investment,FD,40589,Credit Card,Apr-2024
2024-12-30,Expense,Entertainment,13634,Credit Card,Dec-2024
2024-08-13,Expense,Groceries,7392,Bank,Aug-2024
2024-12-12,Expense,Dining,12069,Credit Card,Dec-2024
2024-10-02,Expense,Utilities,2118,Wallet,Oct-2024
2024-03-05,Expense,Rent,15779,Bank,Mar-2024
2024-08-25,Expense,Utilities,16171,Credit Card,Aug-2024
2024-11-20,Expense,Entertainment,7421,UPI,Nov-2024
2024-10-30,Expense,Shopping,10974,UPI,Oct-2024
2024-06-12,Expense,Entertainment,7333,Credit Card,Jun-2024
2024-12-08,Expense,Utilities,2596,Bank,Dec-2024
2024-09-29,Income,Salary,82785,Bank,Sep-2024
2024-01-16,Expense,Transport,13655,Credit Card,Jan-2024
2024-01-01,Income,Interest,40578,Wallet,Jan-2024
2024-10-26,Income,Freelance,53666,Credit Card,Oct-2024
2024-10-21,Expense,Rent,3243,Credit Card,Oct-2024
2024-01-07,Expense,Transport,8429,Credit Card,Jan-2024
2024-07-17,Expense,Groceries,18310,Bank,Jul-2024
2024-06-04,Income,Freelance,33646,UPI,Jun-2024
2024-08-09,Expense,Groceries,15563,Credit Card,Aug-2024
2024-10-30,Expense,Rent,12316,Wallet,Oct-2024
2024-03-17,Income,Interest,88935,Wallet,Mar-2024
2024-12-22,Expense,Groceries,12649,Bank,Dec-2024
2024-03-17,Expense,Groceries,13909,Bank,Mar-2024
2024-01-01,Investment,Stocks,30549,Bank,Jan-2024
2024-01-10,Expense,Dining,13741,Credit Card,Jan-2024
2024-02-27,Expense,Shopping,11925,Credit Card,Feb-2024
2024-04-17,Expense,Entertainment,4325,Credit Card,Apr-2024
2024-10-01,Income,Bonus,92410,UPI,Oct-2024
2024-08-23,Expense,Utilities,13924,Wallet,Aug-2024
2024-01-11,Expense,Dining,547,Credit Card,Jan-2024
2024-10-30,Expense,Entertainment,15812,UPI,Oct-2024
2024-10-27,Expense,Utilities,14044,UPI,Oct-2024
2024-08-26,Expense,Entertainment,8658,UPI,Aug-2024
2024-08-03,Expense,Groceries,4161,Bank,Aug-2024
2024-03-01,Expense,Entertainment,12829,Credit Card,Mar-2024
2024-11-17,Investment,Stocks,11512,Bank,Nov-2024
2024-07-24,Expense,Groceries,11087,Wallet,Jul-2024
2024-09-04,Expense,Groceries,10765,Credit Card,Sep-2024
2024-05-06,Expense,Shopping,14250,Wallet,May-2024
2024-06-02,Expense,Utilities,16393,Credit Card,Jun-2024
2024-12-29,Expense,Dining,5829,Bank,Dec-2024
2024-12-21,Expense,Transport,14019,Wallet,Dec-2024
2024-05-24,Income,Freelance,59126,Wallet,May-2024
2024-08-17,Expense,Transport,18655,Credit Card,Aug-2024
2024-09-21,Income,Freelance,41666,Bank,Sep-2024
2024-12-02,Expense,Transport,15790,Bank,Dec-2024
2024-06-27,Income,Interest,74760,Credit Card,Jun-2024
2024-12-09,Expense,Rent,10274,Bank,Dec-2024
2024-11-22,Expense,Groceries,19906,Credit Card,Nov-2024
2024-08-14,Expense,Shopping,17040,Wallet,Aug-2024
2024-11-05,Income,Interest,55712,UPI,Nov-2024
2024-11-12,Expense,Rent,5105,Wallet,Nov-2024
2024-01-05,Expense,Utilities,767,Wallet,Jan-2024
2024-12-24,Income,Bonus,72955,Credit Card,Dec-2024
2024-09-01,Investment,Gold,21030,Bank,Sep-2024
2024-06-06,Investment,Stocks,42418,Credit Card,Jun-2024
2024-08-16,Expense,Transport,4234,Bank,Aug-2024
2024-08-17,Investment,Stocks,47741,Bank,Aug-2024
2024-03-02,Income,Salary,14923,Credit Card,Mar-2024
2024-08-20,Expense,Groceries,9444,UPI,Aug-2024
2024-08-31,Investment,Mutual Funds,46471,Credit Card,Aug-2024
2024-07-10,Expense,Shopping,14413,UPI,Jul-2024
2024-03-08,Investment,Stocks,29144,Credit Card,Mar-2024
2024-02-29,Expense,Dining,3730,Credit Card,Feb-2024
2024-08-26,Income,Interest,11853,UPI,Aug-2024
2024-07-14,Investment,FD,25876,Wallet,Jul-2024
2024-06-19,Investment,Gold,37787,Bank,Jun-2024
2024-11-24,Expense,Rent,11206,UPI,Nov-2024
2024-11-14,Expense,Utilities,1415,Bank,Nov-2024
2024-05-11,Expense,Utilities,713,Bank,May-2024
2024-10-10,Income,Salary,38322,Credit Card,Oct-2024
2024-10-26,Investment,Gold,30465,Credit Card,Oct-2024
2024-01-03,Income,Interest,88799,UPI,Jan-2024
2024-01-20,Expense,Entertainment,2214,Wallet,Jan-2024
2024-03-07,Expense,Rent,17659,UPI,Mar-2024
2024-06-28,Expense,Dining,17313,UPI,Jun-2024
2024-05-27,Expense,Entertainment,15411,UPI,May-2024
2024-09-10,Investment,FD,10524,Wallet,Sep-2024
2024-04-20,Expense,Utilities,15913,Wallet,Apr-2024
2024-04-07,Expense,Entertainment,2745,Credit Card,Apr-2024
2024-07-18,Income,Bonus,49789,UPI,Jul-2024
2024-11-23,Expense,Groceries,19093,Credit Card,Nov-2024
2024-01-28,Income,Interest,64407,Credit Card,Jan-2024
2024-06-13,Expense,Utilities,17499,Bank,Jun-2024
2024-11-10,Investment,FD,31317,Bank,Nov-2024
2024-09-30,Investment,Stocks,8075,UPI,Sep-2024
2024-02-23,Income,Bonus,80357,UPI,Feb-2024
2024-01-04,Income,Freelance,83722,Credit Card,Jan-2024
2024-02-17,Expense,Dining,4633,Bank,Feb-2024
2024-03-01,Expense,Groceries,11188,Bank,Mar-2024
2024-12-27,Income,Interest,48606,Bank,Dec-2024
2024-03-30,Income,Freelance,43321,Bank,Mar-2024
2024-07-06,Income,Freelance,94060,Credit Card,Jul-2024
2024-02-17,Expense,Utilities,9462,Credit Card,Feb-2024
2024-01-28,Expense,Rent,9475,UPI,Jan-2024
2024-05-19,Expense,Dining,18707,Credit Card,May-2024
2024-01-16,Investment,Mutual Funds,24973,Credit Card,Jan-2024
2024-08-06,Expense,Transport,18885,Wallet,Aug-2024
2024-12-30,Expense,Utilities,3946,Wallet,Dec-2024
2024-08-25,Expense,Shopping,7028,UPI,Aug-2024
2024-06-11,Investment,Mutual Funds,1271,Credit Card,Jun-2024
2024-08-23,Investment,Gold,20307,UPI,Aug-2024
2024-08-21,Expense,Groceries,6363,Credit Card,Aug-2024
2024-08-15,Investment,Gold,4905,Bank,Aug-2024
2024-05-15,Expense,Dining,17073,Wallet,May-2024
2024-10-03,Expense,Utilities,4831,Bank,Oct-2024
2024-09-30,Investment,FD,25467,Bank,Sep-2024
2024-03-14,Income,Freelance,83068,UPI,Mar-2024
2024-08-12,Expense,Rent,13832,UPI,Aug-2024
2024-02-09,Expense,Rent,7497,Wallet,Feb-2024
2024-10-16,Investment,Mutual Funds,31316,Bank,Oct-2024
2024-03-14,Expense,Dining,2068,Wallet,Mar-2024
2024-06-02,Income,Bonus,29001,UPI,Jun-2024
2024-03-10,Income,Interest,55941,UPI,Mar-2024
2024-08-20,Expense,Rent,9085,Credit Card,Aug-2024
2024-06-04,Investment,Stocks,29357,Wallet,Jun-2024
2024-08-26,Expense,Dining,9903,Wallet,Aug-2024
2024-10-23,Expense,Entertainment,7506,Wallet,Oct-2024
2024-08-02,Expense,Groceries,4233,Bank,Aug-2024
2024-10-31,Expense,Groceries,3504,UPI,Oct-2024
2024-11-12,Expense,Rent,4751,Credit Card,Nov-2024
2024-03-02,Expense,Rent,4459,Wallet,Mar-2024
2024-05-10,Expense,Transport,13185,Bank,May-2024
2024-08-29,Expense,Transport,18076,Wallet,Aug-2024
2024-07-23,Expense,Groceries,19341,Wallet,Jul-2024
2024-12-17,Income,Interest,36824,Credit Card,Dec-2024
2024-02-26,Expense,Rent,6971,Wallet,Feb-2024
2024-07-03,Investment,Stocks,25580,Bank,Jul-2024
2024-05-28,Expense,Shopping,12167,UPI,May-2024
2024-07-06,Expense,Rent,7384,Credit Card,Jul-2024
2024-10-31,Expense,Rent,13628,Bank,Oct-2024
2024-04-29,Expense,Transport,17482,Bank,Apr-2024
2024-02-26,Expense,Groceries,16191,Credit Card,Feb-2024
2024-01-24,Investment,Stocks,21150,Credit Card,Jan-2024
2024-07-22,Income,Freelance,43107,Credit Card,Jul-2024
2024-11-23,Expense,Dining,12883,UPI,Nov-2024
2024-09-05,Income,Salary,91013,Bank,Sep-2024
2024-06-07,Investment,FD,31382,Bank,Jun-2024
2024-01-01,Income,Interest,72522,Bank,Jan-2024
2024-01-28,Investment,Mutual Funds,4379,Credit Card,Jan-2024
2024-08-08,Investment,Mutual Funds,45992,Credit Card,Aug-2024
2024-01-17,Income,Salary,97336,Bank,Jan-2024
2024-09-19,Expense,Rent,4117,Credit Card,Sep-2024
2024-12-11,Investment,Mutual Funds,36913,UPI,Dec-2024
2024-04-02,Investment,Mutual Funds,20982,Bank,Apr-2024
2024-08-04,Expense,Transport,11849,Wallet,Aug-2024
2024-03-05,Income,Bonus,23177,UPI,Mar-2024
2024-03-01,Expense,Transport,8164,Bank,Mar-2024
2024-05-09,Expense,Shopping,2147,UPI,May-2024
2024-06-09,Expense,Entertainment,4768,Credit Card,Jun-2024
2024-09-05,Investment,Gold,1877,Bank,Sep-2024
2024-02-18,Income,Salary,99417,Bank,Feb-2024
2024-09-28,Expense,Dining,8065,Bank,Sep-2024
2024-07-06,Investment,Gold,12377,Wallet,Jul-2024
2024-01-26,Income,Interest,87313,Wallet,Jan-2024
2024-10-03,Expense,Dining,14632,Bank,Oct-2024
2024-08-06,Income,Salary,66045,Bank,Aug-2024
2024-03-18,Investment,Mutual Funds,4651,UPI,Mar-2024
2024-03-17,Expense,Groceries,13378,UPI,Mar-2024
2024-06-22,Expense,Utilities,16676,Bank,Jun-2024
2024-10-14,Expense,Transport,8200,Credit Card,Oct-2024
2024-12-15,Expense,Rent,13672,Credit Card,Dec-2024
2024-08-27,Expense,Utilities,9885,Wallet,Aug-2024
2024-12-21,Expense,Rent,16910,UPI,Dec-2024
2024-08-18,Investment,FD,33858,Bank,Aug-2024
2024-10-02,Income,Freelance,66324,Wallet,Oct-2024
2024-06-04,Income,Freelance,38597,UPI,Jun-2024
2024-03-06,Investment,FD,15570,Bank,Mar-2024
2024-10-31,Income,Bonus,29301,Credit Card,Oct-2024
2024-03-22,Investment,Gold,20374,Wallet,Mar-2024
2024-12-07,Income,Interest,43070,Credit Card,Dec-2024
2024-03-12,Expense,Utilities,19748,UPI,Mar-2024
2024-02-02,Expense,Utilities,6981,Wallet,Feb-2024
2024-07-13,Income,Interest,47835,UPI,Jul-2024
2024-06-09,Expense,Dining,9967,Wallet,Jun-2024
2024-03-09,Expense,Dining,13824,Credit Card,Mar-2024
2024-01-31,Expense,Utilities,3288,Wallet,Jan-2024
2024-09-20,Expense,Entertainment,16605,Bank,Sep-2024
2024-02-06,Income,Salary,66079,Credit Card,Feb-2024
2024-06-19,Expense,Transport,19687,Credit Card,Jun-2024
2024-02-10,Income,Interest,52353,Credit Card,Feb-2024
2024-07-27,Expense,Groceries,14333,UPI,Jul-2024
2024-10-21,Expense,Entertainment,18231,Wallet,Oct-2024
2024-01-03,Expense,Entertainment,5312,Bank,Jan-2024
2024-07-30,Investment,Gold,2367,UPI,Jul-2024
2024-11-28,Expense,Utilities,7835,UPI,Nov-2024
2024-11-03,Investment,FD,27216,Credit Card,Nov-2024
2024-12-27,Expense,Rent,3718,UPI,Dec-2024
2024-06-21,Expense,Shopping,4471,Credit Card,Jun-2024
2024-06-06,Expense,Transport,16081,UPI,Jun-2024
2024-10-22,Investment,Gold,1274,Bank,Oct-2024
2024-11-03,Expense,Rent,7423,UPI,Nov-2024
2024-12-24,Expense,Groceries,14292,Bank,Dec-2024
2024-03-18,Investment,Stocks,23879,Wallet,Mar-2024
2024-07-07,Investment,Mutual Funds,26660,Wallet,Jul-2024
2024-09-18,Expense,Rent,14381,Wallet,Sep-2024
2024-01-22,Expense,Transport,4257,Bank,Jan-2024
2024-10-26,Expense,Groceries,15963,Credit Card,Oct-2024
2024-07-26,Expense,Utilities,13737,UPI,Jul-2024
2024-07-24,Expense,Rent,7645,Bank,Jul-2024
2024-11-27,Expense,Transport,7155,Wallet,Nov-2024
2024-10-02,Income,Freelance,60146,UPI,Oct-2024
2024-10-16,Expense,Dining,9005,UPI,Oct-2024
2024-05-06,Expense,Entertainment,9783,Credit Card,May-2024
2024-02-03,Income,Bonus,43741,UPI,Feb-2024
2024-10-22,Expense,Shopping,3841,Bank,Oct-2024
2024-09-29,Expense,Rent,19056,UPI,Sep-2024
2024-07-24,Expense,Groceries,18710,Bank,Jul-2024
2024-05-26,Expense,Entertainment,11678,Wallet,May-2024
2024-06-20,Investment,Stocks,43125,Wallet,Jun-2024
2024-08-20,Expense,Groceries,18238,Bank,Aug-2024
2024-01-27,Expense,Dining,10971,Credit Card,Jan-2024
2024-06-11,Income,Interest,64473,Bank,Jun-2024
2024-06-21,Expense,Transport,6413,Wallet,Jun-2024
2024-08-11,Investment,FD,12802,Bank,Aug-2024
2024-03-05,Expense,Shopping,15788,Credit Card,Mar-2024
2024-08-14,Investment,FD,4768,UPI,Aug-2024
2024-11-12,Expense,Groceries,10410,UPI,Nov-2024
2024-06-03,Investment,Gold,13923,Credit Card,Jun-2024
2024-03-14,Expense,Transport,6442,UPI,Mar-2024
2024-07-24,Investment,Gold,49344,Credit Card,Jul-2024
2024-12-17,Expense,Groceries,9723,Bank,Dec-2024
2024-12-15,Expense,Transport,11908,Bank,Dec-2024
2024-10-23,Expense,Rent,18483,Credit Card,Oct-2024
2024-08-26,Expense,Shopping,2983,Bank,Aug-2024
2024-01-08,Income,Salary,56121,Credit Card,Jan-2024
2024-11-10,Investment,Mutual Funds,4359,Wallet,Nov-2024
2024-10-06,Income,Bonus,87682,Wallet,Oct-2024
2024-01-03,Expense,Transport,14980,Credit Card,Jan-2024
2024-08-04,Expense,Shopping,6193,UPI,Aug-2024
2024-03-14,Expense,Dining,17048,Credit Card,Mar-2024
2024-11-10,Expense,Transport,539,Bank,Nov-2024
2024-03-31,Expense,Entertainment,3322,Wallet,Mar-2024
2024-05-20,Expense,Transport,9838,Credit Card,May-2024
2024-01-02,Income,Salary,67958,Bank,Jan-2024
2024-11-18,Investment,FD,21118,Wallet,Nov-2024
2024-11-02,Expense,Entertainment,13906,UPI,Nov-2024
2024-01-05,Expense,Utilities,16026,UPI,Jan-2024
2024-02-14,Expense,Transport,5396,Credit Card,Feb-2024
2024-01-01,Expense,Rent,1118,Bank,Jan-2024
2024-09-02,Expense,Entertainment,4642,UPI,Sep-2024
2024-06-09,Expense,Groceries,7510,Credit Card,Jun-2024
2024-02-25,Investment,Stocks,29297,UPI,Feb-2024
2024-06-01,Expense,Transport,12907,Wallet,Jun-2024
2024-12-15,Expense,Entertainment,17547,Credit Card,Dec-2024
2024-11-23,Expense,Transport,8952,UPI,Nov-2024
2024-12-24,Income,Freelance,12029,Wallet,Dec-2024
2024-05-07,Income,Bonus,78491,Wallet,May-2024
2024-04-27,Expense,Dining,9829,Wallet,Apr-2024
2024-10-16,Expense,Shopping,5835,UPI,Oct-2024
2024-12-02,Expense,Shopping,15853,Wallet,Dec-2024
2024-03-11,Expense,Rent,12745,Bank,Mar-2024
2024-03-23,Expense,Groceries,10057,Bank,Mar-2024
2024-08-27,Expense,Utilities,11225,Wallet,Aug-2024
2024-07-02,Expense,Groceries,9981,UPI,Jul-2024
2024-07-14,Expense,Entertainment,5646,Bank,Jul-2024
2024-04-10,Expense,Shopping,6653,Bank,Apr-2024
2024-06-12,Expense,Entertainment,10195,Credit Card,Jun-2024
2024-11-23,Expense,Transport,11739,Bank,Nov-2024
2024-06-14,Income,Freelance,69040,UPI,Jun-2024
2024-08-14,Expense,Transport,18874,Bank,Aug-2024
2024-01-02,Income,Freelance,14131,Credit Card,Jan-2024
2024-07-25,Expense,Transport,3622,UPI,Jul-2024
2024-06-19,Expense,Utilities,3411,UPI,Jun-2024
2024-10-31,Expense,Groceries,5171,Bank,Oct-2024
2024-11-27,Investment,Mutual Funds,4486,Wallet,Nov-2024
2024-11-19,Investment,FD,45919,Credit Card,Nov-2024
